honorario_id,cliente_id,numero_processo,valor_total_contratado,n_parcelas,parcelas_pagas,valor_pago,valor_em_aberto,data_contrato,data_vencimento,forma_pagamento,honorario_exito,percentual_exito,status_pagamento
44,1347,2753004-76.2021.8.83.9874,77475.25,9,2,17216.72,60258.52,2021-11-08,2025-03-01,Boleto,Não informado,21,Em Dia
45,1012,5747786-52.2023.7.30.3750,66291.09,12,4,22097.04,44194.08,2026-02-01,2024-09-12,Transferência,Sim,24,Atrasado
46,1133,5116418-16.2025.3.98.2234,68356.04,6,1,11392.67,56963.35,2020-01-24,2027-06-14,Transferência,Não,24,Atrasado
47,339,9057219-99.2020.9.96.3254,42876.59,8,7,37516.99,5359.57,2022-08-16,2027-04-22,Boleto,Sim,0,Atrasado
48,1373,8986773-71.2022.6.45.5854,8103.42,7,4,4630.52,3472.89,2025-12-03,2027-10-01,Transferência,Sim,25,Atrasado
49,193,8062805-72.2022.1.22.8771,35425.77,10,3,10627.74,24798.06,2020-12-02,2024-12-10,PIX,Sim,15,Quitado
50,882,5210656-44.2021.1.39.2474,42859.69,3,3,42859.68,0.0,2025-01-16,2027-05-19,Boleto,Não,0,Não informado
51,1234,4299848-20.2023.2.47.7396,51807.36,4,2,25903.68,26061.45,2022-03-20,2025-04-22,Transferência,Sim,15,Em Dia
52,765,4084503-92.2025.8.90.5515,23607.82,6,4,15738.56,782303.01,2021-10-15,2027-12-01,PIX,Sim,12,Em Dia
53,349,1602496-64.2022.5.79.8340,33922.02,11,9,27754.38,6167.64,2020-12-06,2024-12-13,PIX,Sim,2000,Em Dia
54,828,3975387-89.2023.4.55.7631,61800.51,5,5,61800.5,0.0,2026-06-02,2025-07-17,Boleto,Não,27,Atrasado
55,580,5284129-51.2020.3.32.5205,44568.63,5,5,44568.65,0.0,2024-04-18,2027-01-14,Transferência,Sim,15,Atrasado
56,635,8286382-50.2025.4.53.4414,74563.42,6,2,24854.48,49708.96,2020-12-19,2027-05-28,PIX,Não,27,Atrasado
57,1078,5451988-41.2020.2.82.4041,58836.84,10,3,17651.04,41185.76,2025-08-22,2026-02-03,Boleto,Não,2000,Atrasado
58,389,3541821-31.2021.8.96.1927,16620.62,12,11,15235.55,1385.05,2025-09-06,2025-05-23,Transferência,Não,2000,Em Dia
59,235,4687348-31.2023.1.92.6907,26586.28,1,1,26586.28,0.0,2021-09-20,2025-05-26,Boleto,Sim,2000,Quitado
60,1127,9804642-71.2024.4.76.5486,72476.89,12,11,66437.14,6039.74,2020-01-28,2027-04-06,Boleto,Não,0,Quitado
61,555,9686751-57.2022.7.62.3494,35943.98,3,1,11981.33,23962.66,2021-03-07,2027-04-05,Transferência,Sim,26,Em Dia
62,638,7553290-31.2023.9.36.9282,66483.4,9,3,22161.12,44322.24,2025-10-15,2024-03-09,Boleto,Não,0,Em Dia
63,712,4417916-40.2022.7.26.4278,23362.68,4,2,11681.34,11681.34,2020-01-31,2026-01-30,PIX,Sim,15,Não informado
64,1374,7486029-45.2024.4.25.3159,24473.5,10,4,9789.4,14684.1,2024-08-16,2025-03-16,Transferência,Sim,24,Em Dia
65,1204,1896520-28.2021.5.90.5374,44642.18,6,6,44642.16,6.16,2021-08-23,2024-07-25,Boleto,Sim,15,Quitado
66,395,1098476-20.2021.1.47.3336,56632.81,4,3,42474.6,13707.55,2025-11-17,2024-09-16,Transferência,Não,2000,Atrasado
67,28,9824532-76.2023.6.37.2040,65693.03,7,0,0.0,65693.04,2020-03-13,2027-03-07,Boleto,Não informado,14,Atrasado
68,641,5826200-20.2025.1.91.8748,70909.14,3,1,23636.38,47272.76,2022-12-17,2024-08-14,Transferência,Sim,26,Atrasado
69,628,1013314-48.2023.4.39.2083,73074.46,7,0,0.0,73074.47,2026-01-03,2024-10-03,Boleto,Não informado,15,Atrasado
70,21,1098476-20.2021.1.47.3336,62073.83,12,0,0.0,62073.84,2023-03-11,2026-05-21,PIX,Sim,0,Quitado
71,1256,6476769-27.2021.5.22.2570,68306.66,9,1,7589.63,60717.04,2022-06-10,2025-09-24,PIX,Não,15,Quitado
72,1164,6339266-27.2025.5.15.6766,34514.96,7,0,0.0,34514.97,2021-02-16,2024-05-29,Transferência,Não,2000,Não informado
73,266,8607512-63.2021.6.82.1039,48351.32,12,3,12087.84,36263.52,2020-08-03,2025-07-03,PIX,Não,20,Atrasado
74,875,8717678-27.2025.5.11.4526,15179.58,12,10,12649.6,2529.92,2022-01-21,2026-07-08,PIX,Não,2000,Não informado
75,425,6404948-40.2021.7.68.7161,47450.37,8,5,29656.5,17793.9,2023-11-22,2024-11-06,PIX,Não,28,Em Dia
76,566,6096719-87.2023.1.41.6180,19463.5,11,7,12385.87,7077.64,2021-10-04,2024-05-03,Boleto,Sim,27,Atrasado
77,1478,5700249-43.2020.5.57.9341,17099.86,4,2,8549.94,8549.94,2020-07-26,2027-04-23,Boleto,Sim,25,Atrasado
78,1316,3541821-31.2021.8.96.1927,71396.13,9,3,23798.7,47597.4,2025-11-24,2024-02-12,Transferência,Não,2000,Em Dia
79,316,8843195-99.2024.6.39.2836,65147.33,11,2,11844.96,53302.37,2021-07-24,2024-08-07,Boleto,Não,0,Quitado
80,340,4952151-27.2023.3.38.8762,33809.63,4,0,0.0,33809.64,2020-12-06,2024-03-13,Transferência,Não,15,Atrasado
81,263,8827641-36.2022.5.59.8715,24041.0,2,1,12020.5,11606.1,2021-09-18,2025-02-20,PIX,Sim,24,Não informado
82,221,8892606-62.2022.2.87.2168,32687.95,1,0,0.0,32687.95,2023-04-20,2024-03-25,Boleto,Sim,2000,Atrasado
83,204,9970343-38.2020.5.18.4483,54406.72,12,7,31737.23,22669.49,2024-02-10,2025-12-20,PIX,Não,23,Quitado
84,110,7979033-26.2021.6.18.1084,36117.82,4,4,36117.8,0.0,2021-08-20,2025-10-25,Transferência,Sim,0,Não informado
85,112,4016576-41.2022.7.10.6952,62862.24,8,6,47146.68,15715.56,2025-06-02,2025-12-20,PIX,Não,10,Atrasado
86,357,7274275-74.2020.1.22.9780,437003.01,3,3,437004.01,0.0,2020-06-27,2027-01-14,Transferência,Sim,15,Em Dia
87,1404,2328070-99.2024.8.57.5561,4171.94,9,9,4171.95,0.0,2023-09-12,2027-03-19,PIX,Sim,2000,Em Dia
88,564,1116024-57.2025.8.16.4043,44291.9,4,0,0.0,44291.92,2024-11-01,2026-12-23,PIX,Não,18,Quitado
89,256,5966644-82.2023.4.88.9951,73292.57,9,7,57005.34,16387.87,2024-12-21,2026-02-12,Transferência,Não,23,Em Dia
90,1445,5035093-45.2021.1.27.3097,13605.27,1,1,13605.27,0.0,2023-05-11,2026-08-08,Transferência,Não,2000,Não informado
91,977,5700249-43.2020.5.57.9341,69901.99,8,5,43688.75,26213.25,2022-06-06,2024-02-16,Transferência,Sim,0,Atrasado
92,369,5853247-29.2020.7.62.8870,52510.05,7,4,30005.76,22504.290000000005,2023-10-04,2024-01-23,Transferência,Não,15,Em Dia
93,359,1778149-24.2023.1.86.3557,53696.87,3,0,0.0,54119.57,2023-12-02,2027-05-20,Transferência,Não,15,Atrasado
94,86,3879233-61.2024.5.30.1494,70602.88,9,4,31379.04,39223.8,2026-04-16,2026-05-23,Transferência,Sim,2000,Atrasado
95,1483,1614850-25.2020.8.85.3161,49837.64,3,2,33225.1,16612.55,2025-01-21,2025-12-23,PIX,Sim,2000,Atrasado
96,226,5112941-62.2021.1.89.5887,28709.62,8,0,0.0,28746.51,2021-02-01,2024-11-05,Transferência,Não informado,13,Quitado
97,1136,1024421-54.2022.9.20.2563,41164.17,12,7,24012.45,17151.75,2023-08-05,2024-07-06,Boleto,Sim,15,Atrasado
98,1381,8936104-83.2022.1.39.7934,77768.18,4,3,58326.12,19442.04,2020-09-18,2025-04-30,PIX,Não informado,15,Em Dia
99,1429,3260101-88.2022.8.37.9169,64318.99,11,8,46777.44,17541.54,2021-11-24,2024-02-29,Transferência,Não,2000,Não informado
100,1102,1869144-23.2023.5.84.3325,50239.57,11,4,18268.92,31970.61,2020-02-13,2025-05-10,PIX,Sim,0,Quitado
101,997,6018860-77.2022.1.94.1315,76315.6,1,1,76315.6,0.0,2024-04-15,2024-04-04,Transferência,Não,26,Em Dia
102,1302,8183950-10.2021.5.84.9388,12538.62,3,1,4179.54,8655.78,2022-08-20,2027-01-21,Transferência,Sim,17,Quitado
103,780,1116024-57.2025.8.16.4043,6622.59,12,2,1103.76,5518.8,2023-10-26,2026-09-19,PIX,Não,20,Em Dia
104,283,5451988-41.2020.2.82.4041,43808.1,8,8,43808.08,0.0,2024-06-10,2024-09-09,Boleto,Não,0,Quitado
105,355,1093623-59.2025.7.92.5441,61961.76,2,1,30980.88,30980.88,2021-05-30,2024-05-07,PIX,Sim,15,Quitado
106,436,4415624-13.2024.9.14.9480,36079.07,1,1,36079.07,0.0,2021-10-12,2025-05-15,Transferência,Sim,22,Quitado
107,1262,9835331-11.2022.6.15.8602,78259.11,5,0,0.0,7825.91,2025-06-07,2024-12-09,PIX,Não,23,Em Dia
108,247,2575202-50.2023.1.54.9627,51542.04,6,0,0.0,51542.04,2026-01-14,2026-09-23,Transferência,Não,0,Atrasado
109,445,5996426-23.2022.8.20.3566,65751.33,1,0,0.0,65751.33,2025-12-29,2026-11-21,PIX,Sim,17,Quitado
110,1192,6404948-40.2021.7.68.7161,32925.94,4,1,8231.49,24694.47,2022-11-12,2027-06-24,Transferência,Sim,2000,Quitado
111,681,3754895-37.2021.6.18.8502,52332.44,2,2,52332.44,0.0,2020-04-29,2025-06-20,Boleto,Não informado,15,Não informado
112,210,1557680-16.2021.4.16.4031,7724.16,9,1,858.24,6865.92,2021-04-16,2026-11-01,Boleto,Não,0,Não informado
113,777,8286382-50.2025.4.53.4414,43689.35,5,2,17475.74,26213.61,2025-04-16,2024-09-05,Boleto,Sim,20,Em Dia
114,848,6524227-53.2025.1.97.6214,17510.57,7,1,2501.51,15009.06,2024-09-07,2024-11-14,Transferência,Não,15,Atrasado
115,1360,6368709-92.2024.7.99.9426,16674.09,11,6,9094.98,7579.15,2025-01-28,2027-01-15,Transferência,Sim,10,Atrasado
116,172,2328070-99.2024.8.57.5561,20898.2,7,0,0.0,21101.71,2025-01-27,2026-11-04,Transferência,Não,0,Em Dia
117,1109,4584224-94.2025.2.57.2511,14915.7,5,3,8949.42,5966.28,2024-01-19,2027-03-20,PIX,Não,2000,Atrasado
118,1416,4326518-76.2023.4.36.8530,33687.48,1,0,0.0,33687.48,2023-10-02,2024-07-26,PIX,Sim,19,Atrasado
119,956,3588109-63.2023.1.26.4223,8198.71,6,5,6832.25,1366.45,2021-12-19,2024-10-16,PIX,Não informado,0,Não informado
120,1259,5462435-11.2024.9.85.2977,57869.49,9,2,12859.88,45009.58,2022-02-03,2024-05-17,Transferência,Sim,15,Não informado
121,618,2675642-32.2022.8.65.5499,48652.03,7,3,20850.87,27801.16,2021-03-29,2025-02-09,Transferência,Sim,15,Quitado
122,935,2100417-68.2021.7.29.9662,40889.05,2,0,0.0,40889.06,2024-11-01,2025-06-14,Boleto,Sim,27,Atrasado
123,811,6686912-30.2025.4.68.7078,62383.04,12,4,20794.36,41588.72,2024-06-23,2024-03-11,Transferência,Não,15,Quitado
124,1174,7941836-76.2025.4.34.6543,21111.3,11,1,1919.21,19330.71,2021-03-15,2024-02-19,PIX,Não,15,Não informado
125,979,4460247-99.2024.9.97.4840,46574.98,2,2,46574.98,0.0,2024-09-05,2025-05-21,Transferência,Sim,10,Atrasado
126,349,3922248-27.2025.1.42.4047,71391.81,9,6,47594.52,23797.26,2020-03-09,2024-08-31,Boleto,Não informado,16,Não informado
127,969,7486138-99.2020.5.81.4332,68076.14,12,10,56730.1,11346.02,2021-01-25,2025-07-28,Boleto,Sim,16,Atrasado
128,746,4085001-92.2022.6.76.8938,57406.6,9,0,0.0,57406.59,2021-02-28,2024-01-24,Boleto,Não,24,Em Dia
129,1329,9071705-28.2021.9.78.4746,78607.23,5,0,0.0,78607.25,2024-04-01,2027-05-16,PIX,Não informado,0,Atrasado
130,130,8209168-30.2020.1.41.7632,31668.83,11,2,5757.96,25910.82,2022-07-02,2026-10-03,PIX,Sim,12,Em Dia
131,442,6260319-38.2024.8.96.1114,34117.0,9,8,30326.24,3790.78,2022-03-15,2027-04-27,Transferência,Não,2000,Quitado
132,119,2316290-44.2022.7.34.5190,38406.77,1,0,0.0,38406.77,2021-01-22,2025-12-16,Boleto,Não,0,Em Dia
133,693,1869144-23.2023.5.84.3325,63630.91,4,3,47723.19,15907.73,2022-02-19,2026-03-04,Transferência,Sim,15,Quitado
134,99,4065326-72.2025.8.58.5304,38369.13,12,7,22382.01,15987.15,2021-08-13,2024-09-18,PIX,Sim,13,Quitado
135,241,9252661-70.2020.1.46.1185,13424.55,5,3,8054.73,515704.01,2024-10-07,2027-06-07,PIX,Não,0,Quitado
136,816,7722274-26.2024.9.14.7062,15703.82,9,5,8724.35,6979.48,2021-01-22,2024-09-12,PIX,Não,28,Atrasado
137,403,9214397-26.2023.4.18.6844,29901.57,1,1,29901.57,0.0,2023-02-03,2025-01-15,Boleto,Sim,15,Não informado
138,998,4299848-20.2023.2.47.7396,6630.78,2,1,3315.39,3315.39,2024-12-05,2027-05-19,Boleto,Não,27,Em Dia
139,686,3975387-89.2023.4.55.7631,29605.78,2,1,14802.89,14802.89,2023-10-02,2025-05-12,PIX,Sim,28,Em Dia
140,682,7110796-41.2020.3.80.5362,68422.72,7,0,0.0,68422.72,2022-02-12,2024-06-29,PIX,Sim,15,Atrasado
141,1168,3585301-47.2021.7.73.3469,77799.32,4,0,0.0,77799.32,2023-03-27,2024-02-11,PIX,Sim,0,Atrasado
142,1278,1778149-24.2023.1.86.3557,20753.93,2,1,10376.97,10376.97,2024-07-18,2024-04-19,PIX,Não,30,Quitado
143,721,6953559-38.2025.7.42.9212,36271.76,6,0,0.0,36727.12,2023-12-24,2026-04-16,Transferência,Não informado,28,Quitado
144,507,6944389-98.2023.1.72.8245,42866.43,11,11,42866.45,0.0,2024-07-01,2024-01-29,Transferência,Não informado,15,Quitado
145,1185,2292432-35.2025.5.83.7063,20558.23,1,1,20558.23,0.0,2020-03-24,2025-07-14,Transferência,Não,26,Não informado
146,134,1887163-62.2025.9.93.1037,64723.59,1,0,0.0,64723.59,2024-04-17,2025-03-13,PIX,Não,15,Quitado
147,553,7999133-20.2023.7.26.1121,49820.83,7,2,14234.52,35586.3,2020-09-15,2026-03-12,PIX,Não informado,14,Atrasado
148,760,3542799-64.2025.6.13.7299,18066.92,9,1,2007.44,16059.52,2023-12-01,2026-12-03,PIX,Sim,15,Quitado
149,198,3924425-56.2021.9.58.2912,38515.7,6,5,32096.4,6419.28,2020-04-28,2024-09-13,PIX,Sim,21,Não informado
150,100,6944389-98.2023.1.72.8245,54001.88,2,2,54001.88,0.0,2023-10-19,2024-02-16,PIX,Sim,0,Quitado
151,222,5112941-62.2021.1.89.5887,39881.6,3,0,0.0,39881.61,2023-01-07,2024-03-20,PIX,Não,0,Não informado
152,1416,6982910-41.2023.8.91.8758,79561.86,9,0,0.0,79561.89,2020-05-24,2025-06-05,Boleto,Sim,13,Atrasado
153,750,1754781-28.2025.6.89.2162,73343.11,2,2,73343.12,0.0,2023-07-18,2027-05-16,Transferência,Não,17,Atrasado
154,203,3510061-32.2020.9.13.4424,31528.86,10,10,31528.9,0.0,2024-10-10,2025-12-03,PIX,Não,2000,Não informado
155,1034,4314934-26.2021.7.14.7244,66495.26,6,5,55412.7,11082.54,2024-06-08,2025-01-10,Transferência,Não,0,Quitado
156,1256,5492622-29.2021.9.92.7737,78263.12,2,1,39131.56,39131.56,2025-03-28,2027-11-01,PIX,Sim,21,Em Dia
157,1153,7633905-83.2022.9.95.2309,75398.24,11,8,54835.12,20563.17,2021-07-25,2024-01-24,Transferência,Não,2000,Não informado
158,726,2909764-51.2025.7.78.2223,4654.38,11,1,423.13,4231.3,2024-08-04,2025-02-28,PIX,Não,18,Atrasado
159,860,2660213-63.2022.6.50.8366,43919.1,12,2,7319.84,36599.2,2026-04-24,2024-05-06,PIX,Não informado,25,Em Dia
160,429,1667591-67.2025.4.69.9424,60361.16,12,6,30180.6,30180.6,2022-04-18,2027-03-18,Transferência,Não,30,Atrasado
161,891,2397582-22.2023.9.93.4223,45556.65,4,0,0.0,45556.64,2025-11-23,2025-05-16,Transferência,Não,15,Em Dia
162,1103,8590346-68.2020.7.63.7780,53214.74,9,3,17738.25,35476.5,2021-03-12,2027-03-19,Transferência,Sim,0,Atrasado
163,437,6836135-90.2022.9.37.5643,55848.94,3,1,18616.31,37232.62,2025-05-06,2024-05-05,Transferência,Não,15,Não informado
164,836,1602496-64.2022.5.79.8340,24057.66,8,3,9021.63,15474.47,2024-09-20,2027-02-15,Boleto,Não,0,Atrasado
165,125,5853247-29.2020.7.62.8870,51071.69,2,1,25535.85,25535.85,2026-03-25,2024-12-06,Transferência,Não,2000,Atrasado
166,624,8220628-15.2021.8.54.9077,14797.17,4,1,3699.29,11097.87,2021-11-25,2026-05-07,Transferência,Sim,22,Atrasado
167,387,1445483-93.2023.1.61.7357,62102.78,12,12,62102.76,0.01999999999679858,2021-07-02,2027-03-29,PIX,Sim,23,Quitado
168,359,8168450-48.2020.2.65.4570,9900.71,8,7,8663.13,1237.59,2021-07-31,2024-12-04,Boleto,Não informado,2000,Em Dia
169,1453,5210656-44.2021.1.39.2474,29996.6,6,3,14998.29,14998.29,2022-09-14,2024-11-12,Transferência,Sim,2000,Em Dia
170,307,6036037-32.2025.3.53.7515,51880.43,10,0,0.0,51880.4,2022-02-15,2024-08-24,Transferência,Não informado,0,Quitado
171,293,9824532-76.2023.6.37.2040,51198.06,12,10,42665.1,853302.01,2024-10-25,2025-09-18,Transferência,Não informado,21,Quitado
172,515,1273300-90.2024.2.80.7378,69192.65,10,2,13838.52,55354.12999999999,2021-04-25,2025-12-04,Transferência,Sim,0,Atrasado
173,606,5074974-98.2023.8.21.9881,62780.99,11,7,39951.52,22829.44,2025-03-21,2024-02-14,Boleto,Não,15,Não informado
174,423,3879233-61.2024.5.30.1494,23767.15,3,0,0.0,23767.14,2022-10-23,2026-08-29,PIX,Sim,2000,Quitado
175,951,5747786-52.2023.7.30.3750,66241.16,3,3,66241.17,0.0,2022-09-21,2025-01-02,Boleto,Não,0,Atrasado
176,625,2236315-26.2022.5.82.8939,829509.01,6,4,5530.08,276504.01,2021-12-28,2026-11-09,Transferência,Não,15,Quitado
177,1401,4721085-96.2020.6.92.9645,46819.94,9,0,0.0,47050.94,2024-07-11,2026-12-04,PIX,Não informado,0,Em Dia
178,582,5401874-62.2025.2.46.8337,53124.47,1,0,0.0,52654.88,2024-11-02,2025-07-31,Transferência,Sim,2000,Atrasado
179,54,1438459-62.2020.7.78.3410,75839.54,8,2,18959.88,56879.65999999999,2020-08-08,2026-10-03,Boleto,Não,18,Em Dia
180,307,8936104-83.2022.1.39.7934,47972.29,4,4,47972.28,0.0,2020-12-14,2024-11-19,Transferência,Sim,17,Não informado
181,131,3395583-64.2024.4.41.2181,27440.62,2,2,27440.62,0.0,2026-02-26,2027-01-17,PIX,Não,15,Em Dia
182,484,7999133-20.2023.7.26.1121,18678.55,8,0,0.0,18678.56,2024-08-14,2024-03-07,PIX,Sim,2000,Quitado
183,20,4065326-72.2025.8.58.5304,75111.28,1,0,0.0,75111.28,2020-03-07,2026-11-07,PIX,Sim,25,Em Dia
184,1458,5422047-80.2024.8.62.4364,57298.43,3,3,57298.44,0.0,2025-11-20,2026-07-22,Boleto,Sim,2000,Em Dia
185,583,4601686-30.2021.5.52.7745,43507.34,8,1,5438.42,38068.94,2020-04-17,2025-03-10,Transferência,Não informado,0,Quitado
186,1395,1933296-95.2024.5.69.8317,76310.77,2,2,76310.78,0.0,2024-03-10,2025-07-30,Boleto,Não,28,Atrasado
187,794,2909764-51.2025.7.78.2223,67453.77,3,0,0.0,67453.77,2020-12-31,2025-04-13,Boleto,Não,0,Atrasado
188,537,6260319-38.2024.8.96.1114,62966.9,12,2,10494.48,52472.42,2025-03-30,2026-04-18,Boleto,Sim,15,Em Dia
189,1012,5631823-61.2020.5.47.1440,16118.03,3,2,10745.36,5372.68,2023-06-03,2027-05-18,PIX,Não,13,Quitado
190,870,2997279-67.2024.9.84.1441,23226.06,2,2,23226.06,0.0,2023-10-24,2026-12-23,Boleto,Sim,0,Atrasado
191,183,6425355-10.2021.6.53.2041,10931.64,7,3,4684.98,6246.64,2020-03-25,2026-07-28,Transferência,Não,0,Quitado
192,1109,9398629-61.2022.5.88.8253,19248.93,2,2,19248.94,0.0,2025-05-03,2025-04-20,Boleto,Sim,30,Atrasado
193,1440,2118934-75.2023.5.97.9563,46618.72,2,2,46618.72,0.0,2025-07-21,2024-03-17,PIX,Sim,2000,Não informado
194,1452,5991409-16.2021.8.44.1303,46431.19,10,3,13929.36,32501.84,2026-04-26,2026-09-05,Boleto,Não,22,Quitado
195,1448,7749444-78.2021.1.20.8763,65750.96,9,7,51139.62,14611.32,2021-05-20,2024-02-06,Transferência,Sim,17,Quitado
196,410,9319285-35.2025.3.19.9131,20546.88,6,4,13697.92,6759.81,2024-04-29,2024-07-29,Boleto,Sim,0,Não informado
197,1357,5661974-14.2020.6.39.3137,45418.22,6,3,22709.1,22709.1,2023-11-07,2026-07-23,Transferência,Sim,15,Quitado
198,467,8905709-90.2020.9.55.2471,18245.83,5,4,14596.68,3649.17,2023-12-10,2026-01-23,Boleto,Sim,2000,Em Dia
199,1246,2341370-92.2024.9.60.8122,77295.09,6,3,38647.53,38647.53,2023-06-30,2027-01-23,Transferência,Sim,19,Atrasado
